C_ID,T_ID,Text,Completion
44,0,KD8 지뢰의 정보,KD8 지뢰는 사신이 사용하는 기본 능력 입니다. 지뢰를 선택한 영역에 투척합니다. 투척된 지뢰는 일정 시간 후 폭발하여 주위 유닛에게 5의 피해를 주고 밀쳐냅니다.
45,0,추진기의 정보,추진기는 사신이 사용하는 기본 능력 입니다. 추진기를 사용하면 사신이 언덕을 오르내릴 수 있습니다.
46,0,전투 회복제의 정보,전투 회복제는 사신이 사용하는 기본 능력 입니다. 사신이 비전투 상태에 돌입하면 체력을 빠르게 회복합니다.
47,0,충격탄의 정보,충격탄은 스타크래프트2에 등장하는 테란 유닛인 불곰에게 적용할 수 있는 추가 연구 입니다. 병영의 부착된 기술실에서 충격탄 연구가 완료되면 불곰의 공격에 명중한 대상의 움직임이 일시적으로 느려집니다. 거대 유닛은 충격탄 효과에 면역입니다.
48,0,부동 조준의 정보,부동 조준은 스타크래프트2의 유령이 기본적으로 사용할 수 있는 능력 입니다. 단일 생체 유닛에게 사용할 수 있습니다. 유령이 대상을 조준하며 2초(아주 빠름 기준 1.43초)동안 피해를 받지 않으면 대상을 저격합니다. 적중한 대상은 130(사이오닉 170)의 피해를 입습니다. 방어력을 무시합니다.
49,0,EMP 탄환의 정보,"EMP탄환은 스타크래프트2에 등장하는 유령의 기본 능력 입니다. EMP 탄환을 선택한 영역에 사용하면 해당 영역에 전자기 파동을 생성하며, 그 안의 모든 유닛의 에너지와 보호막에 100의 피해를 입힙니다. 은폐 유닛이 EMP에 노출되면 짧은 시간동안 모습이 드러납니다."
50,0,테란 은폐 능력의 정보,스타크래프트2 테란의 밴시와 유령은 은폐 능력을 사용할 수 있습니다. 유령의 은폐는 유령 사관학교에서 연구할 수 있습니다. 밴시의 은폐는 우주공항의 부착된 기술실에서 연구할 수 있습니다.
51,0,테란이 사용 가능한 은폐,"스타크래프트2의 테란 종족에서, 은폐 기술을 사용할 수 있는 유닛은 두개 입니다.
- 유령 : 유령 사관학교에서 은폐 연구가 완료되면 유령이 은폐를 사용하여, 자기 자신을 은폐 상태로 만듭니다.
- 밴시 : 우주공항의 기술실에서 은폐 연구가 완료되면, 밴시가 은폐를 사용하여 자기 자신을 은폐 상태로 만듭니다."
52,0,전술 핵 공격의 정보,전술 핵 공격은 스타크래프트2의 유령이 사용하는 기본 능력입니다. 전술 핵 공격을 수행하려면 유령 사관학교에 핵미사일 배치가 완료되어야 합니다. 핵미사일 배치는 유령 사관학교의 핵미사일 배치 능력을 사용하여 핵미사일을 생산합니다.
53,0,자동 포탑 건설 능력의 정보,자동 포탑 건설은 스타크래프트2의 테란 공중 유닛 밤까마귀가 사용하는 기본 능력 입니다. 자동 포탑을 선택한 영역에 배치하여 지역을 방어할 수 있습니다. 자동 포탑은 지상 및 공중 목표물을 공격할 수 있으며 11초(아주 빠름 기준 8초)동안 유지됩니다.
54,0,방해 매트릭스 능력의 정보,"방해 매트릭스는 스타크래프트2의 테란 공중 유닛 밤까마귀가 사용하는 능력 입니다. 우주 공항의 부착된 기술실에서 연구하여 사용할 수 있습니다. 방해 매트릭스는 기계유닛 및 사이오닉 유닛을 대상으로 사용할 수 있습니다. 방해 매트릭스의 대상으로 지정된 유닛은, 비활성화되어 15초(아주 빠름 기준 11초)동안 공격하거나 능력을 사용하지 못합니다. 은폐한 유닛을 드러냅니다."
55,0,대장갑 미사일 능력의 정보,대장갑 미사일은 스타크래프트2의 테란 공중 유닛 밤까마귀가 사용할 수 있는 기본 능력 입니다. 미사일은 대상 유닛을 추적하여 적중시 30초(아주 빠름 기준 21초)동안 방어력과 보호막 방어력이 2만큼 감소시킵니다.
56,0,재연소 장치 점화의 정보,스타크래프트2에 등장하는 테란 공중 유닛인 의료선은 재연소 장치 점화 라는 기본 능력을 가지고 있습니다. 재연소 장치 점화를 사용하면 8초(아주 빠름 기준 6초)동안 의료선의 이동속도가 크게 증가합니다.
57,0,카두세우스 반응로 연구의 정보,"스타크래프트2에 등장하는 테란 공중유닛 의료선에 적용할 수 있는 카두세우스 반응로 연구는, 의료선의 에너지 회복 속도를 2배 증가시킵니다. 이 연구로 치료에 에너지를 사용한 의료선의 에너지를 빠르게 회복시켜 보병들의 생존력을 크게 향상시킬 수 있습니다."
58,0,야마토포의 정보,"야마토 포는 스타크래프트2의 테란 공중유닛 전투순양함이 사용할 수 있는 추가 연구 입니다. 반응로에서 연구할 수 있으며, 연구가 완료되면 전투순양함의 야마토포 능력이 해금됩니다. 야마토 포를 사용하면 전투 순양함이 잠시동안 캐스팅 상태에 돌입하며, 캐스팅이 완료되면 대상 유닛에게 240의 피해를 입히는 야마토 포를 발사합니다."
59,0,전술 차원 도약 능력의 정보,전술 차원 도약은 스타크래프트2에 등장하는 테란 공중유닛인 전투순양함이 사용할 수 있는 기본 능력 입니다. 6초(아주 빠름 기준 4초) 후에 대상 위치로 순간이동 합니다. 순간이동 중인 전투순양함은 무적 상태가 됩니다. 이 능력을 사용하여 전투 순양함을 보다 더 전략적으로 사용할 수 있습니다.
60,0,스타크래프트2 프로토스의 지상 유닛 목록,"스타크래프트2에 등장하는 프로토스 지상유닛 정보를 알려드리겠습니다.
- 탐사정(Probe) : 기본 일꾼 유닛 입니다. 자원을 채취하고, 건물을 소환할 수 있습니다.
- 광전사(Zealot) : 기본 지상 유닛으로 강력한 근접 전사 입니다. 지상 목표물만 공격 가능합니다.
- 불멸자(Immortal) : 돌격형 4족 보행 유닛으로, 방어막을 사용해 피해를 흡수할 수 있습니다. 지상 목표물만 공격할 수 있습니다.
- 추적자(Stalker) : 원거리 공격 능력을 갖춘 4족 보행 유닛입니다. 점멸을 사용하여 짧은 거리를 순간이동 하며, 지상 및 공중 목표물을 공격할 수 있습니다.
- 거신(Colossus) : 강력한 범위 공격 능력을 갖춘 4족 보행 전투 기계 입니다. 언덕을 오르내릴 수 있으며, 대공 공격을 받을 수 있습니다. 지상 목표물만 공격 가능합니다.
- 집정관(Archon) : 고위기사 두기, 암흑기사 두기, 고위기사 + 암흑기사를 합체하여 집정관을 소환할 수 있습니다. 강력한 사이오닉 에너지로 대상을 공격하며 지상 및 공중 목표물을 공격할 수 있습니다.
- 고위 기사(High templar) : 강력한 사이오닉 능력을 사용하는 지상 유닛 입니다. 환류와 사이오닉 폭풍을 사용할 수 있으며, 집정관으로 변신 가능합니다.
- 암흑 기사(Dark templar) : 무시무시한 암살 전사 입니다. 영구 은폐 능력이 있으며, 탐지 능력이 없는 적에게는 보이지 않습니다. 집정관으로 변신할 수 있습니다. 지상 목표물 공격이 가능합니다.
- 파수기(Sentry) : 에너지 조작 유닛입니다. 역장, 수호 방패, 환상을 사용하여 지상군을 보호할 수 있습니다.
- 사도(Adept) : 원거리를 공격할 수 있는 지상 유닛 입니다. 사이오닉 이동을 사용할 수 있으며, 지상 목표물만 공격할 수 있습니다.
- 분열기(Disruptor) : 정화 폭발을 사용하여 적에게 큰 범위 피해를 입히며 분해시키는 로봇 유닛입니다. 지상 목표물만 공격할 수 있습니다."
61,0,스타크래프트 프로토스의 공중 유닛 목록,"스타크래프트2에 등장하는 프로토스 지상유닛 정보를 알려드리겠습니다.
- 차원 분광기(Warp Prism) : 비행 수송기 입니다. 지상 유닛을 들일 수 있으며 수정탑과 같이 동력장을 생성하도록 배치할 수 있습니다.
- 불사조(Phoenix) : 제공권을 장학하기 좋은 전투기 입니다. 공중 유닛만 공격할 수 있습니다. 중력자 광선을 사용하여 대상 유닛을 공중에 띄어 공격할 수 있습니다.
- 공허 포격기(Void Ray) : 단일 목표물을 분광 광선으로 정밀 타격하는 타격기 입니다. 지상 및 공중 목표물을 공격할 수 있습니다.
- 모선(Mothership) : 궁극의 프로토스 함선입니다. 대규모 소환과 시간 왜곡 능력을 사용할 수 있습니다. 주위 아군 유닛과 구조물을 은폐시킵니다. 지상 및 공중 유닛을 공격할 수 있으며 1기만 생산 가능합니다.
- 우주모함(Carrier) : 프로토스의 주력함으로 요격기를 생산하고 출격시켜 적을 공격합니다. 지상 및 공중 목표물을 공격할 수 있습니다.
- 요격기(Interceotor) : 우주모함의 공격 대상을 자동으로 타격하는 무인 전투기 입니다. 생산된 요격기가 없는 우주모함은 공격할 수 없습니다.
- 관측선(Observer) : 정찰용 비행 유닛입니다. 은폐 능력이 있으며, 탐지 능력이 없는 적에게는 보이지 않습니다.
- 예언자(Oracle) : 특수 능력을 사용하는 비행 유닛입니다. 계시, 정지장 수호물, 펄서 광선을 사용하여 적을 공격할 수 있습니다.
- 폭풍함(Tempest) : 공성 포함입니다. 장거리에서 공격이 가능하며, 지상 및 공중 목표물을 공격할 수 있습니다."
62,0,스타크래프트2 프로토스 연결체의 정보,"연결체는 스타크래프트2에 등장하는 프로토스 주 건물 입니다. 채취한 자원을 수집합니다. 시간 증폭 및 대규모 귀환 능력을 사용할 수 있습니다.

| 속성 | 정보 |
|-----|-----|
| 비용 | 미네랄 400|
| 소환 시간 | 100초(아주 빠름 기준 71초)|
| 체력 | 1000 |
| 보호막 | 1000 |
| 방어력 | 1|
| 보호막 방어력 | 0(+1) |
| 특성 | 중장갑-구조물 |
| 시야 | 9 |

기능
- 탐사정 소환 : 기본 일꾼 유닛 탐사정을 소환합니다.
- 모선 소환 : 궁극의 프로토스 함선, 모선을 소환합니다.

특수 능력 
- 시간 증폭 : 대상 구조물에 시간 증폭을 사용합니다. 해당 건물의 생산 및 연구 속도가 28초 (아주 빠름 기준 20초) 동안 50%만큼 증가합니다.
- 전략 소환 : 대상 지역에 위치한 자신의 모든 유닛을 연결체로 귀환시킵니다.
- 충전소 과충전 : 연결체 근처에 있는 보호막 충전소 하나를 과충전시켜 보호막 회복률을 50% 증가시키고 20초 (아주 빠름 기준 14초) 동안 에너지를 소모하지 않고 보호막을 충전시키게 만듭니다."
63,0,스타2 프로토스의 일꾼 정보,"스타크래프트2의 프로토스 일꾼은 탐사정(Probe)입니다.
탐사정은 자원을 채취할 수 있으며, 자원을 소모하여 건물을 소환할 수 있습니다."
63,1,탐사정의 공격 능력,"스타크래프트2의 프로브는 입자 광선(Particle Beam)을 사용하여 지상 목표물을 공격할 수 있습니다. 자세한 정보는 아래와 같습니다.
- 공격력 : 5
- 사거리 : 근접(0.1)
- 공격 속도 : 1.5(아주 빠름1.07)
- 대상 : 지상 목표물"
63,2,탐사정의 방어 능력,"탐사정은 낮은 체력과 방어력을 보유하고 있습니다. 자원을 채취하는 중요한 유닛으로 충분한 방어진지 구축이 필요합니다. 탐사정의 방어 능력은 아래와 같습니다.
- 생명력 : 20
- 보호막 : 20
- 방어력 : 0(+1)
- 보호막 방어력 : 0(+1)
- 특성 : 경장갑-기계"
63,3,탐사정에 적용 가능한 업그레이드,"탐사정에 적용 가능한 업그레이드는 두가지 입니다.
- 지상 장갑 업그레이드 1,2,3 단계 : 탐사정의 방어력을 증가시킵니다.
- 보호막 업그레이드 1,2,3 단계 : 탐사정의 보호막 방어력을 증가시킵니다."
63,4,탐사정이 보유한 기본 능력,"탐사정의 기본 능력은 5가지 입니다.
- 채취 : 선택한 광물 지대나 베스핀 간헐천에서 자원을 채취합니다.
- 자원 반환 : 운반한 자원을 가장 가까운 자원 수집 구조물로 옮깁니다.
- 건물 건설 : 기본 건물을 소환합니다.
- 고급 건물 건설 : 고급 건물을 소환합니다..
- 스프레이 : 현재 장착한 스프레이를 대상 위치의 지형에 그립니다."
64,0,스타2 프로토스 기본유닛 광전사 정보,"스타크래프트2 프로토스의 기본 공격 유닛은 광전사(Zealot)로 볼 수 있습니다. 광전사는 관문에서 기본적으로 생산 가능한 강력한 근접 전사 지상 유닛으로, 초반부터 높은 체력, 보호막, 방어력을 가지고 있습니다. 돌진 업그레이드를 연구하여 대상에게 빠르게 접근할 수 있습니다."
64,1,광전사의 공격 능력 ,"광전사는 사이오닉 검(Psi Blades)를 사용하여 지상 목표물을 공격할 수 있습니다. 자세한 정보는 아래와 같습니다.
- 공격력 : 8(+1) x 2
- 사거리 : 근접(0.1)
- 공격 속도 : 1.2(아주 빠름 기준 0.86)
- 대상 : 지상 목표물"
64,2,광전사의 방어 능력 ,"광전사는 초반부터 높은 체력, 보호막, 방어력을 보유하고 있습니다. 자세한 정보는 아래와 같습니다.
- 생명력 : 100
- 보호막 : 50
- 방어력 : 1(+1)
- 보호막 방어력 : 0(+1)
- 특성 : 경장갑-생체"
64,3,광전사에 적용 가능한 업그레이드,광전사에게 적용 가능한 업그레이드는 돌진이 있습니다. 돌진 연구가 완료되면 주위 적에게 빠르게 접근할 수 있습니다.
64,4,광전사의 기본 능력,광전사가 보유한 별도의 기본 능력은 존재하지 않습니다.
65,0,스타2 광전사의 기본 정보,"광전사(Zealot)는 관문에서 기본적으로 생산 가능한 강력한 근접 전사 지상 유닛으로, 초반부터 높은 체력, 보호막, 방어력을 가지고 있습니다. 돌진 업그레이드를 연구하여 대상에게 빠르게 접근할 수 있습니다."
65,1,광전사의 공격 능력 ,"광전사는 사이오닉 검(Psi Blades)를 사용하여 지상 목표물을 공격할 수 있습니다. 자세한 정보는 아래와 같습니다.
- 공격력 : 8(+1) x 2
- 사거리 : 근접(0.1)
- 공격 속도 : 1.2(아주 빠름 기준 0.86)
- 대상 : 지상 목표물"
65,2,광전사의 방어 능력 ,"광전사는 초반부터 높은 체력, 보호막, 방어력을 보유하고 있습니다. 자세한 정보는 아래와 같습니다.
- 생명력 : 100
- 보호막 : 50
- 방어력 : 1(+1)
- 보호막 방어력 : 0(+1)
- 특성 : 경장갑-생체"
65,3,광전사에 적용할 수 있는 업그레이드,"광전사에게 적용 가능한 업그레이드는 3=4가지가 있습니다.
- 돌진 : 돌진 연구가 완료되면 주위 적에게 빠르게 접근할 수 있습니다.
- 지상 무기 업그레이드 1,2,3 단계 : 광전사의 공격력을 업그레이드 합니다.
- 지상 장갑 업그레이드 1,2,3 단계 : 광전사의 방어력을 업그레이드 합니다.
- 보호막 업그레이드 1,2,3 단계 : 광전사의 보호막 방어력을 업그레이드 합니다."
65,4,광전사의 기본 능력,광전사가 보유한 별도의 기본 능력은 존재하지 않습니다.
66,0,스타2 프로토스 불멸자 정보,"불멸자(Immortal)는 스타크래프트2에 등장하는 프로토스 지상 기계 유닛입니다. 돌격형 4족 보행 유닛으로, 방어막을 사용해 피해를 흡수할 수 있습니다."
66,1,불멸자의 공격 능력,"불멸자는 위상 분열기(Phase Disruptors)를 사용하여 지상 목표물을 공격합니다.
- 공격력 : 20(+2) / 중장갑 상대 : 50(+5)
- 사거리 : 6
- 공격 속도 : 1.45(아주 빠름 기준 1.04)
- 대상 : 지상 목표물"
66,2,불멸자의 방어 능력,"불멸자는 높은 체력과 방어력을 가지고 있으며, 방어막 능력을 사용해 피해를 최소화 할 수 있습니다.
- 생명력 : 200
- 보호막 : 100
- 방어력 : 1(+1)
- 보호막 방어력 : 0(+1)
- 특성 : 중장갑-기계"
66,3,불멸자의 기본 능력,불멸자의 기본 능력은 방어막 입니다. 방어막을 사용하여 최대 100의 피해를 흡수할 수 있습니다.
66,4,불멸자에 적용 가능한 업그레이드,"불멸자에 적용 가능한 업그레이드는 3가지가 있습니다.
- 지상 무기 업그레이드 1,2,3 단계 : 불멸자의 공격력을 업그레이드 합니다.
- 지상 장갑 업그레이드 1,2,3 단계 : 불멸자의 방어력을 업그레이드 합니다.
- 보호막 업그레이드 1,2,3 단계 : 불멸자의 보호막 방어력을 업그레이드 합니다."
67,0,스타2 프로토스의 추적자 기본 정보,스타크래프트2의 추적자(Stalker)는 프로토스의 지상 유닛 입니다. 원거리 공격 능력을 갖춘 4족 보행 유닛으로 점멸을 사용해 짧은 거리를 순간이동 할 수 있습니다.
67,1,추적자의 공격 능력,"추적자는 원거리 공격 능력을 갖춘 지상 유닛으로 점멸을 사용하여 전략적으로 사용할 수 있습니다. 입자 분열기(Particle Disruptors)를 사용하여 적을 공격하며, 상세 정보는 아래와 같습니다.
- 공격력 : 13(+1) / 중장갑 상대 : 18(+2)
- 사거리 : 6
- 공격 속도 : 1.87(아주 빠름 기준 1.34)
- 대상 : 지상 및 공중 목표물"
67,2,추적자의 방어 능력,"추적자는 점멸을 사용해 위급한 상황에서 빠르게 벗어날 수 있습니다. 그러나 재사용 대기시간이 있어서 빠르게 접근하는 적에게 취약하므로 주위 유닛의 호위가 필요합니다.
- 생명력 : 80
- 보호막 : 80
- 방어력 : 0(+1)
- 보호막 방어력 : 0(+1)
- 특성 : 중장갑-기계"
67,3,추적자의 기본 능력,추적자가 보유한 기본 능력은 존재하지 않습니다.
67,4,추적자에 적용 가능한 업그레이드,"추적자에게 적용 가능한 업그레이드는 4가지가 있습니다.
- 점멸 : 추적자가 주위의 대상 위치로 순간이동 합니다.
- 지상 무기 업그레이드 1,2,3 단계 : 추적자의 공격력을 업그레이드 합니다.
- 지상 장갑 업그레이드 1,2,3 단계 : 추적자의 방어력을 업그레이드 합니다.
- 보호막 업그레이드 1,2,3 단계 : 추적자의 보호막 방어력을 업그레이드 합니다."
68,0,스타2 차원 분광기의 기본 정보,"차원 분광기(Warp prism)는 스타크래프트2에 등장하는 비행 수송기 입니다. 근처의 떨어져 있는 유닛들을 수송할 수 있으며, 동력장을 생성하도록 배치할 수 있습니다. 동력장 생성시, 이동 및 수송이 불가능 합니다."
68,1,차원 분광기위 공격 능력,차원 분광기가 보유한 공격 능력은 존재하지 않습니다. 대신 위상 모드로 전환하여 주위에 동력장을 공급하고 동력장 위에 아군 프로토스 유닛을 차원관문을 통해 소환할 수 있습니다.
68,2,차원 분광기의 방어 능력,"차원 분광기는 별도의 공격 능력이 없고, 동력장 제공 및 수송을 담당하므로 근처 유닛의 호위가 필요합니다.
- 생명력 : 80
- 보호막 : 100
- 방어력 : 0(+1)
- 보호막 방어력 : 0(+1)
- 특성 : 중장갑-기계-사이오닉"
68,3,차원 분광기의 기본 능력,"차원 분광기가 보유한 기본 능력은 다음과 같습니다.
- 위상 모드 : 차원 분광기를 위상 모드로 전환해 수정탑처럼 동력을 생성하게 합니다. 위상 모두에서는 수송 및 이동이 불가능합니다.
- 수송 모드 : 차원 분광기를 수송 모드로 되돌려, 이동할 수 있게 합니다.
- 들이기 : 최대 5만큼 떨어져 있는 유닛을 차원 분광기 안으로 들일 수 있습니다.
- 모두 내보내기 : 모든 유닛을 내보냅니다.
- 차원로 : 유닛을 동력장으로 소환하는데 걸리는 시간을 5초(아주 빠름 기준 3.57초)로 단축시킵니다."
68,4,차원 분광기에 적용 가능한 업그레이드,"차원 분광기는 두가지 업그레이드가 존재합니다.
- 공중 장갑 업그레이드 1,2,3 단계 : 차원 분광기의 방어력을 업그레이드 합니다.
- 보호막 업그레이드 1,2,3 단계 : 차원 분광기의 보호막 방어력을 업그레이드 합니다."
69,0,불사조의 기본 능력,"불사조(Phoenix)는 스타크래프트2에 등장하는 제공 전투기 입니다. 공중 목표물을 공격할 수 있으며, 중력자 광선으로 적 지상 유닛을 공중에 띄워 무력화시킬 수 있습니다. 거대 유닛은 면역이며, 공중에 띄어진 유닛은 공중유닛 판정이 됩니다."
69,1,불사조의 공격 능력,"불사조는 이온포(Psi Blast)를 사용하여 공중 목표물을 공격합니다. 또한 중력자 광선으로 적 유닛을 들어올려 다른 불사조가 공격할 수 있게합니다.
- 공격력 : 5(+1) x 2 / 경장갑 상대 : 10(+2) x 2
- 사거리 : 5 --> 7(음이온파 수정)
- 공격 속도 : 1.1(아주 빠름 기준 0.79)
- 대상 : 공중 목표물"
69,2,불사조의 방어 능력,"불사조는 빠른 기동성을 가진 공중 유닛 입니다. 
- 생명력 : 120
- 보호막 : 60
- 방어력 : 0(+1)
- 보호막 방어력 : 0(+1)
- 특성 : 경장갑-기계"
69,3,불사조의 기본 능력,"불사조의 기본 능력은 중력자 광선이 있습니다.
- 중력자 광선 : 대상 유닛을 공중에 띄워 무력화 합니다. 거대 유닛은 면역이며, 중력자 광선을 사용중인 불사조는 움직일 수 없습니다. 공중에 띄워진 유닛을 다른 불사조가 공격할 수 있습니다."
69,4,불사조에 적용 가능한 업그레이드,"불사조는 4가지 적용 가능한 업그레이드가 있습니다.
- 음이온파 수정 : 불사조의 사거리가 2만큼 증가합니다.
- 공중 무기 업그레이드 1,2,3 단계 : 불사조의 공격력을 업그레이드 합니다.
- 공중 장갑 업그레이드 1,2,3 단계 : 불사조의 방어력을 업그레이드 합니다.
- 보호막 업그레이드 1,2,3 단계 : 불사조의 보호막 방어력을 업그레이드 합니다."
70,0,스타2 프로토스 거신의 기본 정보,"스타크래프트2에 등장하는 거신(Colosus)는 프로토스의 4족 보행 전투 기계 입니다. 언덕을 오르내릴 수 있으며 대공 공격을 받을 수 있습니다. 범위 공격을 하는 유닛으로, 다수의 적을 상대할 때 효과적입니다."
70,1,거신의 공격 능력,"거신은 열 광선(Thermal Lance)을 사용하여 범위 공격을 할 수 있습니다. 열광선 사거리 업그레이드를 통해 거신의 공격 사거리를 증가시킬 수 있습니다.
- 공격력 : 10(+1) x 2 / 경장갑 상대 : 15(+2) x 2
- 사거리 : 7 --> 9(열 광선 사거리)
- 공격 속도 : 1.5(아주 빠름 기준 1.07)
- 대상 : 지상 목표물"
70,2,거신의 방어 능력,"거신은 경장갑 유닛을 상대할때 큰 성능을 발휘합니다. 또한 언덕을 오르내릴 수 있으므로, 근접 유닛을 회피하며 전투를 수행할 수 있습니다. 또한 작은 유닛의 충돌을 무시합니다. 하지만 느린 이동속도로 인해 빠르게 달라붙는 적에게 취약하며, 거대한 크기로 공중유닛의 공격을 받을 수 있으므로 항상 주위에 호위 유닛이 같이 있어야 합니다.
- 생명력 : 200
- 보호막 : 150
- 방어력 : 1(+1)
- 보호막 방어력 : 0(+1)
- 특성 : 중장갑-기계-거대"
70,3,거신에 적용 가능한 업그레이드,"거신에게 적용 가능한 업그레이드는 4가지가 있습니다.
- 열 광선 사거리 연구 : 거신의 무기 사거리가 2만큼 증가합니다.
- 지상 무기 업그레이드 1,2,3 단계 : 거신의 공격력을 업그레이드 합니다.
- 지상 장갑 업그레이드 1,2,3 단계 : 거신의 방어력을 업그레이드 합니다.
- 보호막 업그레이드 1,2,3 단계 : 거신의 보호막 방어력을 업그레이드 합니다."
70,4,거신의 기본 능력,"거신이 보유한 기본 능력은 언덕 걸음 입니다.
- 언덕 걸음 : 거신은 언덕을 오르내릴 수 있습니다."
71,0,공허 포격기의 기본 정보,"공허 포격(Void ray)기는 스타크래프트2에 등장하는 프로토스 공중 유닛 입니다. 공허 포격기는 지상 및 공중 목표물 공격이 가능하며, 분광 정렬 기술을 통해 중장갑 유닛에게 주는 피해를 증가시킬 수 있습니다."
71,1,공허 포격기의 공격 능력,"공허 포격기는 분광 광선(Brismatic Beam)을 사용해 지상 및 공중 목표물을 공격합니다. 분광 정렬 기능을 활성화하면, 20초(아주 빠름 기준 14초)동안 중장갑 유닛에게 6의 추가 피해를 입힙니다. 대신 이동속도가 크게 감소합니다.
- 공격력 : 6(+1) / 중장갑 상대 : 10 -- > 16(+1)(분광 정렬 사용시)
- 사거리 : 6
- 공격 속도 : 0.5(아주 빠름 기준 0.36)
- 대상 : 지상 및 공중 목표물"
71,2,공허 포격기의 방어 능력,"공허 포격기는 아주 느린 이동속도를 보유하고 있습니다. 또한 분광 정렬을 사용할 경우, 이동속도가 큰 폭으로 낮아집니다. 유동성 추진기 연구를 통해 공허 포격기의 이동 속도를 업그레이드하고, 주위 유닛의 호위가 필요합니다.
- 생명력 : 150
- 보호막 : 100
- 방어력 : 0(+1)
- 보호막 방어력 : 0(+1)
- 특성 : 중장갑-기계"
71,3,공허 포격기의 기본 능력,"공허포격기의 기본 능력은 분광 정렬이 있습니다.
- 분광 정렬 : 공허 포격기의 분광 광선을 재정렬하여, 중장갑 유닛에게 주는 피해가 20초 (아주 빠름 기준 14초) 동안 6만큼 증가합니다. 분광 정렬이 활성화되어 있는 동안 공허 폭격기의 이동 속도가 감소합니다."
71,4,공허 포격기에 적용 가능한 업그레이드,"공허 포격기에 적용 가능한 업그레이드는 4가지가 있습니다.
- 유동성 추진기 : 공허 포격기의 이동 속도와 이동 가속도가 증가합니다.
- 공중 무기 업그레이드 1,2,3 단계 : 공허 포격기의 공격력을 업그레이드 합니다.
- 공중 장갑 업그레이드 1,2,3 단계 : 공허 포격기의 방어력을 업그레이드 합니다.
- 보호막 업그레이드 1,2,3 단계 : 공허 포격기의 보호막 방어력을 업그레이드 합니다."
72,0,집정관의 기본 정보,"집정관(Archon)은 스타크래프트2에 등장하는 프로토스 지상 유닛 입니다. 고위기사-고위기사, 암흑기사-암흑기사, 고위기사-암흑기사 조합으로 합체시켜 집정관을 만들 수 있습니다."
72,1,집정관의 공격 능력,"집정관은 강력한 사이오닉 충격파(Psionic Shockwave)를 사용하여 적을 공격합니다.
- 공격력 : 25(+3) (범위 피해) / 생체 상대 : 35(+4) (범위 피해)
- 사거리 : 3
- 공격 속도 : 1.754(아주 빠름 기준 1.25)
- 대상 : 지상 및 공중 목표물"
72,2,집정관의 방어 능력,"집정관은 강력한 보호막을 가졌지만, 낮은 체력을 보유하고 있으므로 테란의 EMP공격에 취약합니다. 테란 유령을 조심해야합니다. 고위기사의 환류가 도움이 될 수 있습니다.
- 생명력 : 10
- 보호막 : 350
- 방어력 : 0(+1)
- 보호막 방어력 : 0(+1)
- 특성 : 사이오닉-거대"
72,3,집정관의 기본 능력,집정관이 보유한 기본 능력은 존재하지 않습니다.
72,4,집정관에 적용 가능한 업그레이드,"집정관에게 적용 가능한 업그레이드는 3가지가 있습니다.
- 지상 무기 업그레이드 1,2,3 단계 : 집정관의 공격력을 업그레이드 합니다.
- 지상 장갑 업그레이드 1,2,3 단계 : 집정관의 방어력을 업그레이드 합니다.
- 보호막 업그레이드 1,2,3 단계 : 집정관의 보호막 방어력을 업그레이드 합니다."
73,0,고위 기사의 기본 정보,"고위 기사(High Templar)는 강력한 사이오닝 능력으로 무장한 프로토스의 지상 유닛 입니다. 환류와 사이오닉 폭풍, 집정관 합체를 사용할 수 있습니다."
73,1,고위 기사의 공격 능력,"고위기사는 직접적인 공격이 불가능 합니다. 대신 에너지를 소모하는 능력을 사용해 적을 공격하거나, 집정관으로 합체하여 적과 직접 전투를 할 수 있습니다."
73,2,고위 기사의 방어 능력,"고위 기사는 낮은 체력과 보호막을 가지고 있습니다. 다만 강력한 사이오닉 능력으로 전투에 사용할 수 있으므로, 반드시 주위 유닛의 보호가 필요합니다.
- 생명력 : 40
- 보호막 : 40
- 방어력 : 0(+1)
- 보호막 방어력 : 0(+1)
- 특성 : 경장갑-생체-사이오닉"
73,3,고위 기사의 기본 능력,"고위 기사의 기본 능력은 환류와 집정관 합체가 있습니다.
- 환류 : 대상의 에너지를 모두 소진시키고, 소진된 에너지 1당 0.5의 피해를 입힙니다.
- 집정관 합체 : 고위기사, 암흑기사 두명 혹은 고위기사-암흑기사를 희생하여 집정관을 탄생시킵니다."
73,4,고위 기사의 업그레이드 목록,"고위 기사는 3가지 적용 가능한 업그레이드가 있습니다.
- 사이오닉 폭풍 : 짧은 시간동안 지속되는 사이오닉 에너지의 폭풍을 생성하여, 대상 지역에 있는 모든 유닛에게 최대 80의 피해를 줍니다.
- 지상 장갑 업그레이드 1,2,3 단계 : 고위 기사의 방어력을 업그레이드 합니다.
- 보호막 업그레이드 1,2,3 단계 : 고위 기사의 보호막 방어력을 업그레이드 합니다."
74,0,암흑 기사의 기본 정보,"암흑 기사(Dark Templar)는 스타크래프트2에 등장하는 프로토스의 암살 전사 입니다. 영구 은폐 능력이 있으며, 탐지 능력이 없는 적에게는 보이지 않습니다. 집정관으로 합체할 수 있습니다."
